"treatment","TreatmentLong","maximum","mean","median"
"DU","50 uM Dexa +1000 nM Testo",32.24903,26.79132,25.6125
"DU","50 uM Dexa +1000 nM Testo",20.59126,14.60084,16.12452
"DU","50 uM Dexa +1000 nM Testo",19.69772,13.54167,12
"DU","50 uM Dexa +1000 nM Testo",16.97056,13.10759,13.41641
"DU","50 uM Dexa +1000 nM Testo",36.71512,22.95361,24.16609
"DU","50 uM Dexa +1000 nM Testo",31.241,26.08803,26.83282
"DU","50 uM Dexa +1000 nM Testo",14,12.26965,14
"DU","50 uM Dexa +1000 nM Testo",27.78489,23.11984,25.05993
"DU","50 uM Dexa +1000 nM Testo",20.59126,15.92146,15.6205
"DU","50 uM Dexa +1000 nM Testo",45.25483,34.55555,34
"DU","50 uM Dexa +1000 nM Testo",55.56977,39.90168,43.86343
"DU","50 uM Dexa +1000 nM Testo",24.33105,14.79865,14.14214
"DU","50 uM Dexa +1000 nM Testo",26,20.01635,21.77033
"DU","50 uM Dexa +1000 nM Testo",38.83298,32.85558,35.38361
"DU","50 uM Dexa +1000 nM Testo",46.8615,38.8977,39.59798
"DU","50 uM Dexa +1000 nM Testo",23.4094,17.55396,18.86796
"DU","50 uM Dexa +1000 nM Testo",32.24903,21.73151,21.63331
"DU","50 uM Dexa +1000 nM Testo",30.46309,24.43791,25.29822
"DU","50 uM Dexa +1000 nM Testo",37.36308,24.32184,23.32381
"DU","50 uM Dexa +1000 nM Testo",36.22154,22.12002,22
"DU","50 uM Dexa +1000 nM Testo",45.25483,38.70916,40.24922
"DU","50 uM Dexa +1000 nM Testo",43.86343,33.89492,33.10589
"DU","50 uM Dexa +1000 nM Testo",56.921,40.26291,42.75512
"DU","50 uM Dexa +1000 nM Testo",52.49762,33.63517,41.76123
"DU","50 uM Dexa +1000 nM Testo",24.08319,16.12715,15.6205
"DU","50 uM Dexa +1000 nM Testo",36,27.66263,30
"DU","50 uM Dexa +1000 nM Testo",30.46309,19.35465,18.43909
"DU","50 uM Dexa +1000 nM Testo",16.12452,11.1148,11.31371
"DU","50 uM Dexa +1000 nM Testo",23.32381,15.66386,16.97056
"DU","50 uM Dexa +1000 nM Testo",23.32381,17.22358,16.12452
"DU","50 uM Dexa +1000 nM Testo",22.36068,17.6502,17.08801
"DU","50 uM Dexa +1000 nM Testo",26.83282,24.23413,24.08319
"DU","50 uM Dexa +1000 nM Testo",24.16609,20.15284,21.26029
"DU","50 uM Dexa +1000 nM Testo",15.6205,11.0385,10.77033
"DU","50 uM Dexa +1000 nM Testo",25.05993,16.01532,14.28217
"DU","50 uM Dexa +1000 nM Testo",28.63564,20.86003,21.54066
"DU","50 uM Dexa +1000 nM Testo",25.45584,21.7328,22.49405
"DU","50 uM Dexa +1000 nM Testo",28.42534,23.55148,26.07681
"DU","50 uM Dexa +1000 nM Testo",31.62278,24.50777,24.41311
"DU","50 uM Dexa +1000 nM Testo",32.24903,20.24961,18.27493
"DU","50 uM Dexa +1000 nM Testo",26.83282,20.78796,19.69772
"DU","50 uM Dexa +1000 nM Testo",22,17.31024,17.20465
"DU","50 uM Dexa +1000 nM Testo",33.52611,32.21828,32
"DU","50 uM Dexa +1000 nM Testo",34.9285,26.19652,25.25789
"DU","50 uM Dexa +1000 nM Testo",27.78489,19.72737,18.97367
"DU","50 uM Dexa +1000 nM Testo",24.08319,20.76896,21.21064
"DU","50 uM Dexa +1000 nM Testo",40,33.98079,37.26268
"DU","50 uM Dexa +1000 nM Testo",19.69772,12.0731,12.64911
"DU","50 uM Dexa +1000 nM Testo",34.4093,19.51038,18.43909
"DU","50 uM Dexa +1000 nM Testo",29.12044,28.16781,28.45996
"DU","50 uM Dexa +1000 nM Testo",24.16609,17.00125,18.43909
"DU","50 uM Dexa +1000 nM Testo",34,27.18875,26
"DU","50 uM Dexa +1000 nM Testo",31.1127,19.83089,19.69772
"DU","50 uM Dexa +1000 nM Testo",25.29822,16.3639,17.88854
"DU","50 uM Dexa +1000 nM Testo",22.36068,18.82233,19.79899
"DU","50 uM Dexa +1000 nM Testo",32.24903,26.44004,26.68333
"DU","50 uM Dexa +1000 nM Testo",32.55764,26.60074,26.0384
"DU","50 uM Dexa +1000 nM Testo",24.08319,20.50361,20
"DU","50 uM Dexa +1000 nM Testo",24.08319,17.20781,17.88854
"DU","50 uM Dexa +1000 nM Testo",21.54066,17.01887,17.08801
"DU","50 uM Dexa +1000 nM Testo",48.08326,34.53348,37.94733
"DU","50 uM Dexa +1000 nM Testo",34,24.43931,24
"DU","50 uM Dexa +1000 nM Testo",37.57659,29.30352,32
"DU","50 uM Dexa +1000 nM Testo",20,16.15884,17.88854
"DU","50 uM Dexa +1000 nM Testo",16.12452,11.98043,12.80625
"DU","50 uM Dexa +1000 nM Testo",23.4094,19.05142,20.39608
"DU","50 uM Dexa +1000 nM Testo",18.97367,14.73958,16
"DU","50 uM Dexa +1000 nM Testo",28.63564,21.69875,22.36068
"DU","50 uM Dexa +1000 nM Testo",24.16609,15.29364,14.14214
"DU","50 uM Dexa +1000 nM Testo",14.4222,11.30232,11.04202
"DU","50 uM Dexa +1000 nM Testo",14.14214,9.35165,8.94427
"DU","50 uM Dexa +1000 nM Testo",28,21.65322,22.36068
"DU","50 uM Dexa +1000 nM Testo",19.69772,12.22827,10.77033
"DU","50 uM Dexa +1000 nM Testo",28.28427,21.95286,21.26029
"DU","50 uM Dexa +1000 nM Testo",42.75512,24.93587,26.83282
"DU","50 uM Dexa +1000 nM Testo",36.22154,30.34299,31.62278
"DU","50 uM Dexa +1000 nM Testo",22.36068,15.19742,13.7082
"DU","50 uM Dexa +1000 nM Testo",31.62278,23.90235,23.78775
"DU","50 uM Dexa +1000 nM Testo",24.08319,10.56837,10
"DU","50 uM Dexa +1000 nM Testo",20,15.7423,15.6205
"DU","50 uM Dexa +1000 nM Testo",41.23106,32.82947,32.12452
"DU","50 uM Dexa +1000 nM Testo",32.06244,25.35456,26
"DU","50 uM Dexa +1000 nM Testo",16.12452,8.68469,8
"DU","50 uM Dexa +1000 nM Testo",24.16609,18.4066,17.88854
"DU","50 uM Dexa +1000 nM Testo",19.69772,16.85436,16.12452
"DU","50 uM Dexa +1000 nM Testo",15.6205,12.14683,12.72768
"DU","50 uM Dexa +1000 nM Testo",14,11.45564,10
"DU","50 uM Dexa +1000 nM Testo",18.97367,14.76217,14
"DU","50 uM Dexa +1000 nM Testo",26.68333,20.14143,20
"DU","50 uM Dexa +1000 nM Testo",31.04835,21.57407,19.69772
"DU","50 uM Dexa +1000 nM Testo",18.43909,14.69717,14.14214
"DU","50 uM Dexa +1000 nM Testo",26,13.05514,10
"DU","50 uM Dexa +1000 nM Testo",16.12452,12.29208,12.64911
"DU","50 uM Dexa +1000 nM Testo",31.04835,19.40523,19.69772
"DU","50 uM Dexa +1000 nM Testo",18.86796,13.92815,15.23155
"DU","50 uM Dexa +1000 nM Testo",18,14.92938,16
"DU","50 uM Dexa +1000 nM Testo",21.54066,15.18587,15.6205
"DU","50 uM Dexa +1000 nM Testo",24,15.12959,14
"DU","50 uM Dexa +1000 nM Testo",25.45584,18.37437,18.97367
"DU","50 uM Dexa +1000 nM Testo",19.69772,10.13169,8.94427
"DU","50 uM Dexa +1000 nM Testo",22.80351,15.42685,15.23155
"DU","50 uM Dexa +1000 nM Testo",16.12452,12.66314,12.80625
"DU","50 uM Dexa +1000 nM Testo",41.18252,20.19279,18.43909
"DU","50 uM Dexa +1000 nM Testo",24.08319,14.85208,14.14214
"DU","50 uM Dexa +1000 nM Testo",27.85678,19.61154,18.97367
"DU","50 uM Dexa +1000 nM Testo",31.62278,19.24922,18
"DU","50 uM Dexa +1000 nM Testo",32.55764,16.84328,13.41641
"DU","50 uM Dexa +1000 nM Testo",43.68066,21.52648,20
"DU","50 uM Dexa +1000 nM Testo",20.39608,10.88455,8.94427
"DU","50 uM Dexa +1000 nM Testo",17.88854,12.53327,12.64911
"DU","50 uM Dexa +1000 nM Testo",26,19.89098,20
"DU","50 uM Dexa +1000 nM Testo",18,14.06513,14
"DU","50 uM Dexa +1000 nM Testo",24,16.77367,16
"DU","50 uM Dexa +1000 nM Testo",17.88854,11.43699,12
"DU","50 uM Dexa +1000 nM Testo",27.85678,21.5535,21.54066
"DU","50 uM Dexa +1000 nM Testo",27.78489,15.90366,17.08801
"DU","50 uM Dexa +1000 nM Testo",37.36308,24.69786,24
"DU","50 uM Dexa +1000 nM Testo",23.32381,18.08014,18.43909
"DU","50 uM Dexa +1000 nM Testo",24.16609,11.30121,8.48528
"DU","50 uM Dexa +1000 nM Testo",36.76955,21.01284,19.69772
"DU","50 uM Dexa +1000 nM Testo",27.85678,19.3069,18.43909
"DU","50 uM Dexa +1000 nM Testo",19.69772,13.34981,12.16553
"DU","50 uM Dexa +1000 nM Testo",22.09072,17.48884,18.11077
"DU","50 uM Dexa +1000 nM Testo",21.54066,14.79033,12
"DU","50 uM Dexa +1000 nM Testo",22.62742,15.61267,14.14214
"DU","50 uM Dexa +1000 nM Testo",10,7.7829,7.2111
"DU","50 uM Dexa +1000 nM Testo",24.08319,19.80518,19.79899
"DU","50 uM Dexa +1000 nM Testo",29.73214,22.59951,22
"DU","50 uM Dexa +1000 nM Testo",18,17.44194,18
"DU","50 uM Dexa +1000 nM Testo",26.90725,20.46188,22
"DU","50 uM Dexa +1000 nM Testo",20.39608,12.3691,12.64911
"DU","50 uM Dexa +1000 nM Testo",34.9285,23.65213,24.33105
"DU","50 uM Dexa +1000 nM Testo",32,22.74755,24
"DU","50 uM Dexa +1000 nM Testo",27.20294,18.32673,18.43909
"DU","50 uM Dexa +1000 nM Testo",26.68333,19.56885,19.43398
"DU","50 uM Dexa +1000 nM Testo",26.68333,19.56885,19.43398
"DU","50 uM Dexa +1000 nM Testo",21.26029,12.97051,12.16553
"DU","50 uM Dexa +1000 nM Testo",28.63564,25.22147,27.49392
"DU","50 uM Dexa +1000 nM Testo",32.55764,27.18587,28
"DU","50 uM Dexa +1000 nM Testo",26,12.38177,11.83095
"DU","50 uM Dexa +1000 nM Testo",38.20995,27.97988,28.28427
"DU","50 uM Dexa +1000 nM Testo",37.36308,27.08211,27.78489
"DU","50 uM Dexa +1000 nM Testo",26.30589,15.29467,14
"DU","50 uM Dexa +1000 nM Testo",29.12044,25.08277,27.85678
"DU","50 uM Dexa +1000 nM Testo",29.52965,24.02487,24.33105
"DU","50 uM Dexa +1000 nM Testo",19.69772,16.24259,16
"DU","50 uM Dexa +1000 nM Testo",17.08801,11.6039,10
"DU","50 uM Dexa +1000 nM Testo",26,20.2033,20.04988
"DU","50 uM Dexa +1000 nM Testo",46.51881,25.79306,21.54066
"DU","50 uM Dexa +1000 nM Testo",27.20294,14.99783,13.94033
"DU","50 uM Dexa +1000 nM Testo",27.20294,23.06387,24.33105
"DU","50 uM Dexa +1000 nM Testo",17.88854,10.3597,10
"DU","50 uM Dexa +1000 nM Testo",31.30495,23.60361,21.54066
"DU","50 uM Dexa +1000 nM Testo",32,26.7218,26.83282
"DU","50 uM Dexa +1000 nM Testo",26.07681,19.21284,20.59126
"DU","50 uM Dexa +1000 nM Testo",36.71512,27.85366,27.82083
"DU","50 uM Dexa +1000 nM Testo",41.18252,32.14815,34.9285
"DU","50 uM Dexa +1000 nM Testo",34,17.85142,18
"DU","50 uM Dexa +1000 nM Testo",20,17.11315,16.12452
"DU","50 uM Dexa +1000 nM Testo",40.49691,23.93451,28
"DU","50 uM Dexa +1000 nM Testo",28.63564,21.67884,22
"DU","50 uM Dexa +1000 nM Testo",27.20294,24.45158,25.05993
"DU","50 uM Dexa +1000 nM Testo",23.32381,15.78947,15.6205
"DU","50 uM Dexa +1000 nM Testo",28.07134,21.12364,22.36068
"DU","50 uM Dexa +1000 nM Testo",17.20465,9.19277,8
"DU","50 uM Dexa +1000 nM Testo",21.54066,12.98138,11.6619
"DU","50 uM Dexa +1000 nM Testo",22.36068,14.4149,15.23155
"DU","50 uM Dexa +1000 nM Testo",24,8.93516,8
"DU","50 uM Dexa +1000 nM Testo",15.23155,9.89655,8.94427
"DU","50 uM Dexa +1000 nM Testo",18.97367,15.70137,16
"DU","50 uM Dexa +1000 nM Testo",37.73592,33.08601,32.98484
"DU","50 uM Dexa +1000 nM Testo",22.36068,14.24091,14.14214
"DU","50 uM Dexa +1000 nM Testo",32,16.87855,14
"DU","50 uM Dexa +1000 nM Testo",36.76955,21.37188,22.36068
"DU","50 uM Dexa +1000 nM Testo",16.12452,12.09317,12.80625
"DU","50 uM Dexa +1000 nM Testo",22.36068,14.22567,12.64911
"DU","50 uM Dexa +1000 nM Testo",37.57659,31.03827,30.5614
"DU","50 uM Dexa +1000 nM Testo",31.62278,14.63039,13.41641
"DU","50 uM Dexa +1000 nM Testo",17.88854,15.25161,15.23155
"DU","50 uM Dexa +1000 nM Testo",20,13.24378,13.41641
"DU","50 uM Dexa +1000 nM Testo",24.08319,17.02925,17.08801
"DU","50 uM Dexa +1000 nM Testo",22.36068,16.97053,17.08801
"DU","50 uM Dexa +1000 nM Testo",27.78489,17.98057,17.88854
"DU","50 uM Dexa +1000 nM Testo",42.94182,31.0256,28.63564
"DU","50 uM Dexa +1000 nM Testo",36,22.62793,20.88061
"DU","50 uM Dexa +1000 nM Testo",16.12452,11.49462,11.31371
"DU","50 uM Dexa +1000 nM Testo",28.28427,19.15477,18.43909
"DU","50 uM Dexa +1000 nM Testo",34.9285,19.91835,19.33569
"DU","50 uM Dexa +1000 nM Testo",31.30495,26.41483,28
"DU","50 uM Dexa +1000 nM Testo",22.36068,16.94686,18.97367
"DU","50 uM Dexa +1000 nM Testo",38.47077,31.84194,35.44009
"DU","50 uM Dexa +1000 nM Testo",25.05993,19.37896,20.19513
"DU","50 uM Dexa +1000 nM Testo",14,9.31419,8.94427
"DU","50 uM Dexa +1000 nM Testo",43.68066,31.88178,33.52611
"DU","50 uM Dexa +1000 nM Testo",15.23155,11.43493,12
"DU","50 uM Dexa +1000 nM Testo",26,21.47484,20.88061
"DU","50 uM Dexa +1000 nM Testo",25.05993,20.20152,22
"DU","50 uM Dexa +1000 nM Testo",21.63331,13.89974,17.08801
"DU","50 uM Dexa +1000 nM Testo",16,12.779,12.16553
"DU","50 uM Dexa +1000 nM Testo",28.63564,22.83008,25.05993
"DU","50 uM Dexa +1000 nM Testo",37.73592,32.64194,32.55764
"DU","50 uM Dexa +1000 nM Testo",16,12.55474,14
"DU","50 uM Dexa +1000 nM Testo",36.49657,23.70804,23.32381
"DU","50 uM Dexa +1000 nM Testo",35.77709,24.10042,24
"DU","50 uM Dexa +1000 nM Testo",32,20.29929,20.39608
"DU","50 uM Dexa +1000 nM Testo",25.05993,17.85719,18.43909
"DU","50 uM Dexa +1000 nM Testo",24.73863,16.13371,17.88854
"DU","50 uM Dexa +1000 nM Testo",37.36308,25.73336,25.6125
"DU","50 uM Dexa +1000 nM Testo",24,18.49274,18.97367
"DU","50 uM Dexa +1000 nM Testo",46.17358,27.11547,25.05993
"DU","50 uM Dexa +1000 nM Testo",38.20995,33.11435,33.10589
"DU","50 uM Dexa +1000 nM Testo",29.52965,25.33599,25.05993
"DU","50 uM Dexa +1000 nM Testo",20,18.10418,18
"DU","50 uM Dexa +1000 nM Testo",36.71512,27.01576,24.36932
"DU","50 uM Dexa +1000 nM Testo",22,17.2612,18
"DU","50 uM Dexa +1000 nM Testo",21.54066,10.67445,10
"DU","50 uM Dexa +1000 nM Testo",18.97367,14.5931,16
"DU","50 uM Dexa +1000 nM Testo",43.17406,37.89262,39.84972
"DU","50 uM Dexa +1000 nM Testo",15.6205,13.38884,12.80625
"DU","50 uM Dexa +1000 nM Testo",17.88854,11.97083,11.38516
"DU","50 uM Dexa +1000 nM Testo",18.86796,12.16571,11.31371
"DU","50 uM Dexa +1000 nM Testo",45.65085,38.25096,38.83298
"DU","50 uM Dexa +1000 nM Testo",46.8615,29.08425,25.6125
"DU","50 uM Dexa +1000 nM Testo",24.08319,19.21476,19.69772
"DU","50 uM Dexa +1000 nM Testo",27.20294,21.33307,22.36068
"DU","50 uM Dexa +1000 nM Testo",54.40588,24.55462,22.09072
"DU","50 uM Dexa +1000 nM Testo",17.20465,13.94162,14.4222
"DU","50 uM Dexa +1000 nM Testo",24.41311,19.2882,19.33569
"DU","50 uM Dexa +1000 nM Testo",31.241,20.9528,24.08319
"DU","50 uM Dexa +1000 nM Testo",48.37355,36.44826,37.94733
"DU","50 uM Dexa +1000 nM Testo",24,19.96008,20.59126
"DU","50 uM Dexa +1000 nM Testo",36.05551,28.27985,29.12044
"DU","50 uM Dexa +1000 nM Testo",23.32381,20.9885,21.63331
"DU","50 uM Dexa +1000 nM Testo",48.33218,40.58703,43.26662
"DU","50 uM Dexa +1000 nM Testo",16.12452,10.90098,10
"DU","50 uM Dexa +1000 nM Testo",27.85678,15.88788,15.23155
"DU","50 uM Dexa +1000 nM Testo",30.46309,20.01101,19.79899
"DU","50 uM Dexa +1000 nM Testo",41.76123,26.00971,30.26549
"DU","50 uM Dexa +1000 nM Testo",16.49242,11.13261,11.6619
"DU","50 uM Dexa +1000 nM Testo",34.9285,31.17168,32.55764
"DU","50 uM Dexa +1000 nM Testo",20,15.46015,16
"DU","50 uM Dexa +1000 nM Testo",19.69772,14.62214,16.12452
"DU","50 uM Dexa +1000 nM Testo",18.43909,13.73855,15.23155
"DU","50 uM Dexa +1000 nM Testo",22.36068,14.33513,14.4222
"DU","50 uM Dexa +1000 nM Testo",24.08319,15.09861,15.6205
"DU","50 uM Dexa +1000 nM Testo",26.30589,21.99566,22.36068
"DU","50 uM Dexa +1000 nM Testo",26,16.35927,15.6205
"DU","50 uM Dexa +1000 nM Testo",12.80625,9.27692,8.48528
"DU","50 uM Dexa +1000 nM Testo",39.44617,26.91323,25.53417
"DU","50 uM Dexa +1000 nM Testo",39.29377,27.89529,28.53049
"DU","50 uM Dexa +1000 nM Testo",36,32.32199,34.05857
"DU","50 uM Dexa +1000 nM Testo",21.63331,14.12654,14.14214
"DU","50 uM Dexa +1000 nM Testo",22.36068,15.24594,15.23155
"DU","50 uM Dexa +1000 nM Testo",19.79899,14.73353,15.23155
"DU","50 uM Dexa +1000 nM Testo",24.33105,15.25246,16
"DU","50 uM Dexa +1000 nM Testo",30.59412,23.49948,24.08319
"DU","50 uM Dexa +1000 nM Testo",31.62278,21.06869,20
"DU","50 uM Dexa +1000 nM Testo",24.08319,15.20251,14
"DU","50 uM Dexa +1000 nM Testo",36.49657,23.00121,18.97367
"DU","50 uM Dexa +1000 nM Testo",32,17.98763,17.08801
"DU","50 uM Dexa +1000 nM Testo",22.36068,13.59862,12
"DU","50 uM Dexa +1000 nM Testo",16.49242,10.63142,8.24621
"DU","50 uM Dexa +1000 nM Testo",30,20.654,19.69772
"DU","50 uM Dexa +1000 nM Testo",44,31.74204,29.63089
"DU","50 uM Dexa +1000 nM Testo",32.55764,17.49333,14.07107
"DU","50 uM Dexa +1000 nM Testo",32.24903,25.71861,25.45584
"DU","50 uM Dexa +1000 nM Testo",29.12044,20.26479,21.54066
"DU","50 uM Dexa +1000 nM Testo",20.88061,16.2289,18.43909
"DU","50 uM Dexa +1000 nM Testo",18.43909,9.33806,8
"DU","50 uM Dexa +1000 nM Testo",29.73214,20.72304,19.74835
"DU","50 uM Dexa +1000 nM Testo",20,14.16752,12.80625
"DU","50 uM Dexa +1000 nM Testo",26.68333,16.2449,14
"DU","50 uM Dexa +1000 nM Testo",18,14.9195,16
"DU","50 uM Dexa +1000 nM Testo",38.83298,27.58875,28.28427
"DU","50 uM Dexa +1000 nM Testo",14.56022,9.47297,10
"DU","50 uM Dexa +1000 nM Testo",20,14.38207,12
"DU","50 uM Dexa +1000 nM Testo",10.77033,7.99377,8.24621
"DU","50 uM Dexa +1000 nM Testo",40.4475,16.86593,16
"DU","50 uM Dexa +1000 nM Testo",16.12452,11.94131,11.6619
"DU","50 uM Dexa +1000 nM Testo",22.36068,12.46885,11.6619
"DU","50 uM Dexa +1000 nM Testo",23.4094,13.45494,12.64911
"DU","50 uM Dexa +1000 nM Testo",18.97367,14.73771,15.23155
"DU","50 uM Dexa +1000 nM Testo",17.88854,12.86257,11.6619
"DU","50 uM Dexa +1000 nM Testo",38.20995,24.78473,26.90725
"DU","50 uM Dexa +1000 nM Testo",22.80351,14.57711,14.14214
"DU","50 uM Dexa +1000 nM Testo",32.98484,18.10285,17.88854
"DU","50 uM Dexa +1000 nM Testo",16,11.04157,8.24621
"DU","50 uM Dexa +1000 nM Testo",18.43909,15.16102,15.6205
"DU","50 uM Dexa +1000 nM Testo",22.36068,17.23017,16.97056
"DU","50 uM Dexa +1000 nM Testo",29.12044,19.95666,14.89588
"DU","50 uM Dexa +1000 nM Testo",22.36068,12.16961,10
"DU","50 uM Dexa +1000 nM Testo",41.03657,34.74086,34
"DU","50 uM Dexa +1000 nM Testo",25.45584,19.58069,22.36068
"DU","50 uM Dexa +1000 nM Testo",20.39608,19.59655,20
"DU","50 uM Dexa +1000 nM Testo",21.63331,16.96562,17.88854
"DU","50 uM Dexa +1000 nM Testo",26.68333,18.65117,17.88854
"DU","50 uM Dexa +1000 nM Testo",18,16.30513,16
"DU","50 uM Dexa +1000 nM Testo",29.73214,21.31922,20.88061
"DU","50 uM Dexa +1000 nM Testo",26.30589,18.91954,18.97367
"DU","50 uM Dexa +1000 nM Testo",27.20294,22.85592,22.62742
"DU","50 uM Dexa +1000 nM Testo",32.24903,25.50981,25.05993
"DU","50 uM Dexa +1000 nM Testo",18.43909,14.7611,15.23155
"DU","50 uM Dexa +1000 nM Testo",20,14.22489,12.64911
"DU","50 uM Dexa +1000 nM Testo",42.42641,31.1247,32.28001
"DU","50 uM Dexa +1000 nM Testo",18.43909,12.91112,13.41641
"DU","50 uM Dexa +1000 nM Testo",28.28427,19.25594,20
"DU","50 uM Dexa +1000 nM Testo",36.22154,31.82391,32.31099
"DU","50 uM Dexa +1000 nM Testo",14,12.11426,12
"DU","50 uM Dexa +1000 nM Testo",34.98571,18.13703,14.14214
"DU","50 uM Dexa +1000 nM Testo",32.98484,19.26246,17.88854
"DU","50 uM Dexa +1000 nM Testo",19.69772,11.62443,11.6619
"DU","50 uM Dexa +1000 nM Testo",20.88061,11.57937,10
"DU","50 uM Dexa +1000 nM Testo",16.97056,13.14256,13.11133
"DU","50 uM Dexa +1000 nM Testo",18.86796,13.86043,14.14214
"DU","50 uM Dexa +1000 nM Testo",48.82622,26.80464,20.39608
"DU","50 uM Dexa +1000 nM Testo",33.94112,21.89195,21.26029
"DU","50 uM Dexa +1000 nM Testo",19.69772,17.42949,16.97056
"DU","50 uM Dexa +1000 nM Testo",26,21.68323,22.36068
"DU","50 uM Dexa +1000 nM Testo",56.56854,30.34571,26.68333
"DU","50 uM Dexa +1000 nM Testo",26,19.23205,22.84886
"DU","50 uM Dexa +1000 nM Testo",22.09072,17.59391,17.88854
"DU","50 uM Dexa +1000 nM Testo",22.80351,17.48068,17.20465
"DU","50 uM Dexa +1000 nM Testo",27.20294,15.08803,14.14214
"DU","50 uM Dexa +1000 nM Testo",28.42534,22.1694,24.08319
"DU","50 uM Dexa +1000 nM Testo",25.45584,19.23434,19.69772
"DU","50 uM Dexa +1000 nM Testo",32.98484,22.01639,22.09072
"DU","50 uM Dexa +1000 nM Testo",22.80351,19.52098,19.69772
"DU","50 uM Dexa +1000 nM Testo",23.4094,15.52466,14
"DU","50 uM Dexa +1000 nM Testo",34.9285,24.7096,23.32381
"DU","50 uM Dexa +1000 nM Testo",24.08319,18.63692,17.88854
"DU","50 uM Dexa +1000 nM Testo",18.97367,15.152,16
"DU","50 uM Dexa +1000 nM Testo",23.4094,18.23168,18.43909
"DU","50 uM Dexa +1000 nM Testo",32.98484,24.10882,24.24857
"DU","50 uM Dexa +1000 nM Testo",46.69047,27.08284,27.20294
"DU","50 uM Dexa +1000 nM Testo",26,17.91328,19.84886
"DU","50 uM Dexa +1000 nM Testo",15.6205,9.70745,8.94427
"DU","50 uM Dexa +1000 nM Testo",18.43909,13.40714,14.4222
"DU","50 uM Dexa +1000 nM Testo",23.32381,17.93822,17.20465
"DU","50 uM Dexa +1000 nM Testo",31.1127,26.78941,27.92811
"DU","50 uM Dexa +1000 nM Testo",31.30495,25.76111,26
"DU","50 uM Dexa +1000 nM Testo",87.65842,61.6366,65.60488
"DU","50 uM Dexa +1000 nM Testo",20.59126,14.40658,14.4222
"DU","50 uM Dexa +1000 nM Testo",22,12.00636,10.19804
"DU","50 uM Dexa +1000 nM Testo",29.52965,21.15967,22.36068
"DU","50 uM Dexa +1000 nM Testo",28.07134,19.86825,24
"DU","50 uM Dexa +1000 nM Testo",18.97367,12.43297,11.6619
"DU","50 uM Dexa +1000 nM Testo",18.43909,14.57394,15.23155
"DU","50 uM Dexa +1000 nM Testo",19.69772,15.23993,15.6205
"DU","50 uM Dexa +1000 nM Testo",36,31.84261,31.04835
"DU","50 uM Dexa +1000 nM Testo",19.69772,15.24152,15.23155
"DU","50 uM Dexa +1000 nM Testo",22.36068,15.69262,15.23155
"DU","50 uM Dexa +1000 nM Testo",47.41308,37.46327,38.41875
"DU","50 uM Dexa +1000 nM Testo",41.03657,30.36144,28.63564
"DU","50 uM Dexa +1000 nM Testo",26.68333,17.16889,16
"DU","50 uM Dexa +1000 nM Testo",29.73214,25.04089,25.17908
"DU","50 uM Dexa +1000 nM Testo",19.69772,14.15629,14.14214
"DU","50 uM Dexa +1000 nM Testo",34,25.75998,25.29822
"DU","50 uM Dexa +1000 nM Testo",22.62742,11.72648,10
"DU","50 uM Dexa +1000 nM Testo",24,10.39219,8.12311
"DU","50 uM Dexa +1000 nM Testo",21.54066,14.18968,13.41641
"DU","50 uM Dexa +1000 nM Testo",29.73214,18.55884,19.69772
"DU","50 uM Dexa +1000 nM Testo",26,19.14258,17.08801
"DU","50 uM Dexa +1000 nM Testo",21.54066,16.30997,15.23155
"DU","50 uM Dexa +1000 nM Testo",31.1127,23.27199,24.24815
"DU","50 uM Dexa +1000 nM Testo",14.14214,10.14299,8.94427
"DU","50 uM Dexa +1000 nM Testo",31.1127,21.37281,21.07045
"DU","50 uM Dexa +1000 nM Testo",17.20465,16.08727,16.12452
"DU","50 uM Dexa +1000 nM Testo",32.31099,16.95971,14
"DU","50 uM Dexa +1000 nM Testo",27.78489,20.92282,21.54066
"DU","50 uM Dexa +1000 nM Testo",17.08801,14.62224,16
"DU","50 uM Dexa +1000 nM Testo",22.36068,17.74718,17.08801
"DU","50 uM Dexa +1000 nM Testo",10,8.09766,8.12311
"DU","50 uM Dexa +1000 nM Testo",25.29822,18.30121,20.09975
"DU","50 uM Dexa +1000 nM Testo",31.04835,23.20821,23.4094
"DU","50 uM Dexa +1000 nM Testo",39.44617,34.6195,36.46833
"DU","50 uM Dexa +1000 nM Testo",29.73214,18.16359,17.88854
"DU","50 uM Dexa +1000 nM Testo",22.36068,17.58417,18.43909
"DU","50 uM Dexa +1000 nM Testo",24.41311,17.38066,15.87251
"DU","50 uM Dexa +1000 nM Testo",19.79899,13.80585,13.41641
"DU","50 uM Dexa +1000 nM Testo",18.43909,11.84077,12
"DU","50 uM Dexa +1000 nM Testo",59.46428,30.63387,30.46309
"DU","50 uM Dexa +1000 nM Testo",22.62742,12.56905,10.77033
"DU","50 uM Dexa +1000 nM Testo",48.16638,37.39695,39.84972
"DU","50 uM Dexa +1000 nM Testo",33.10589,26.30346,26
"DU","50 uM Dexa +1000 nM Testo",21.26029,11.44067,10.77033
"DU","50 uM Dexa +1000 nM Testo",29.12044,24.05191,24
"DU","50 uM Dexa +1000 nM Testo",28.84441,14.01127,10
"DU","50 uM Dexa +1000 nM Testo",34,25.35386,26.68333
"DU","50 uM Dexa +1000 nM Testo",28.28427,18.34076,18.11077
